Type,Title,Dubbed From,Ownership,Language,Country,Date Added,Live Status,Primary Genre,Secondary Genre,Final Genre,Theatrical Release Year,Age Rating,Age score,Run Time,RUN TIME,IMDB Rating,Cast,Synopsis,Keywords2,Keywords3,Keywords4,Keywords5,Age Rating Numeric
Shows,Tale of Mobarak (Hindi),Mobaroknama,Original,Hindi,India,,Yes,Drama,Courtroom,Drama Courtroom,,U/A 13+,3,116 mins,116,6.5,"Mosharraf Karim, Nowrin Hasan Khan Jenny, Shahnaz Sumi, Samia Othoi, Sayed Zaman Shawon","Once an accomplished lawyer, Mobarok had retired after a case had rocked his moral foundation. Suddenly, a sensational case jolts the now-jaded man. Even after knowing that defeat in the case is inevitable, Mobarok returns to court because victory there is the only way to atone for his past mistake!",once accomplished lawyer mobarok had retired after case had rocked his moral foundation suddenly sensational case jolts nowjaded man even after knowing defeat case inevitable mobarok returns court because victory there only way atone his past mistake,once accomplished lawyer mobarok had,"once,accomplished,lawyer,mobarok,had,retired,after,case,had,rocked,his,moral,foundation,suddenly,sensational,case,jolts,nowjaded,man,even,after,knowing,defeat,case,inevitable,mobarok,returns,court,because,victory,there,only,way,atone,his,past,mistake","once,accomplished,lawyer,mobarok,retired,after,case,rocked,moral,foundation,suddenly,sensational,case,jolts,nowjaded,man,even,after,knowing,defeat,case,inevitable,mobarok,returns,court,because,victory,only,way,atone,past,mistake",13
Shows,Jo Bolenge Sachh Bolenge (Hindi),Jaha Bolibo Shotto Bolibo,Original,Hindi,India,,Yes,Drama,Courtroom,Drama Courtroom,,U/A 13+,3,148 mins,148,6.2,"Mimi Chakraborty, Tota Roy Choudhury, Anujoy Chattopadhyay, Kaushik Chakraborty, Debesh Chattopadhyay, Anindya Banerjee, Joydeep Mukherjee","Public prosecutor Pritha Roy takes up the case of a police officer who is murdered on intervening in an eve-teasing incident. The accused are fellow officers, defended by top lawyer Joyraj Singha. As both lawyers try to prove a point, personal and professional twists threaten to engulf them both!",public prosecutor pritha roy takes up case police officer who murdered intervening eveteasing incident accused are fellow officers defended top lawyer joyraj singha both lawyers try prove point personal professional twists threaten engulf them both,public prosecutor pritha roy takes,"public,prosecutor,pritha,roy,takes,up,case,police,officer,who,murdered,intervening,eveteasing,incident,accused,are,fellow,officers,defended,top,lawyer,joyraj,singha,both,lawyers,try,prove,point,personal,professional,twists,threaten,engulf,them,both","public,prosecutor,pritha,roy,takes,up,case,police,officer,who,murdered,intervening,eveteasing,incident,accused,fellow,officers,defended,top,lawyer,joyraj,singha,both,lawyers,try,prove,point,personal,professional,twists,threaten,engulf,them,both",13
Shows,Kalank (Hindi),Kolonko,Original,Hindi,India,,Yes,Drama,Mystery,Drama Mystery,,U/A 16+,4,182 mins,182,6.5,"Raima Sen, Ritwick Chakraborty, Srijla Guha, Gaurav Chakrabarty, Ambarish Bhattacharya","Chaity and Rangan navigate the aftermath of an unsettling deception that shatters the veneer of their two-decade-long progressive marriage. While they try to restore their familial bliss, elements from the past and present intertwine to open a new can of worms!",chaity rangan navigate aftermath unsettling deception shatters veneer their twodecadelong progressive marriage while they try restore their familial bliss elements past present intertwine open new can worms,chaity rangan navigate aftermath unsettling,"chaity,rangan,navigate,aftermath,unsettling,deception,shatters,veneer,their,twodecadelong,progressive,marriage,while,they,try,restore,their,familial,bliss,elements,past,present,intertwine,open,new,can,worms","chaity,rangan,navigate,aftermath,unsettling,deception,shatters,veneer,their,twodecadelong,progressive,marriage,while,they,try,restore,their,familial,bliss,elements,past,present,intertwine,open,new,worms",16
Shows,Chemistry Masi (Hindi),Chemistry Mashi,Original,Hindi,India,,Yes,Drama,Social,Drama Social,,U/A 13+,3,162 mins,162,7.4,"Debasree Roy, Shankar Chakraborty, Ritwika Pal, Saptarshi Maulik, Sreya Bhattacharyya, Soumya Mukherjee","Sucharita, a middle-aged homemaker, becomes famous as Chemistry Mashi by imparting free chemistry lessons online. But when highly paid coaching institutes smell trouble, Sucharita must navigate politicised scandals and systemic corruption in the education sector to keep teaching those in need.",sucharita middleaged homemaker becomes famous chemistry mashi imparting free chemistry lessons online but when highly paid coaching institutes smell trouble sucharita must navigate politicised scandals systemic corruption education sector keep teaching those need,sucharita middleaged homemaker becomes famous,"sucharita,middleaged,homemaker,becomes,famous,chemistry,mashi,imparting,free,chemistry,lessons,online,but,when,highly,paid,coaching,institutes,smell,trouble,sucharita,must,navigate,politicised,scandals,systemic,corruption,education,sector,keep,teaching,those,need","sucharita,middleaged,homemaker,becomes,famous,chemistry,mashi,imparting,free,chemistry,lessons,online,but,highly,paid,coaching,institutes,smell,trouble,sucharita,must,navigate,politicised,scandals,systemic,corruption,education,sector,keep,teaching,need",13
Shows,Robinson Street Horror Story: Myth vs Reality (Hindi),Robinson Street Horror Story: Myth vs Reality,Original,Hindi,India,,Yes,Documentary,Crime,Documentary Crime,,U/A 16+,4,6,6,,"Loknath Dey, Joysree Dasgupta, Amay Deb Roy","Kolkata's house of horrors on 3, Robinson Street, where Partha De lived with his sister's skeleton, is laced with the horrors of childhood trauma, isolation and lack of understanding of mental health disorders. This docu-series traces the origin of the case and its sensationalised media trial.",kolkatas house horrors 3 robinson street where partha de lived his sisters skeleton laced horrors childhood trauma isolation lack understanding mental health disorders docuseries traces origin case its sensationalised media trial,kolkatas house horrors 3 robinson,"kolkatas,house,horrors,3,robinson,street,where,partha,de,lived,his,sisters,skeleton,laced,horrors,childhood,trauma,isolation,lack,understanding,mental,health,disorders,docuseries,traces,origin,case,its,sensationalised,media,trial","kolkatas,house,horrors,3,robinson,street,where,partha,de,lived,sisters,skeleton,laced,horrors,childhood,trauma,isolation,lack,understanding,mental,health,disorders,docuseries,traces,origin,case,sensationalised,media,trial",16
Shows,Lajja (Hindi),Lojja,Original,Hindi,India,,Yes,Drama,Social,Drama Social,,U/A 16+,4,148 mins,148,6.4,"Priyanka Sarkar, Anujoy Chattopadhyay, Indrasish Roy, Saoli Chattopadhyay, Kheyali Dastidar, Koneenica Banerjee","Jaya, a meek homemaker, has been subjected to relentless verbal abuse by her husband over the years. As she confronts society's stifling expectations of women to raise her voice against the abuse, her life becomes a battleground in her quest to regain her self-esteem.",jaya meek homemaker has been subjected relentless verbal abuse her husband over years she confronts societys stifling expectations women raise her voice against abuse her life becomes battleground her quest regain her selfesteem,jaya meek homemaker has been,"jaya,meek,homemaker,has,been,subjected,relentless,verbal,abuse,her,husband,over,years,she,confronts,societys,stifling,expectations,women,raise,her,voice,against,abuse,her,life,becomes,battleground,her,quest,regain,her,selfesteem","jaya,meek,homemaker,been,subjected,relentless,verbal,abuse,husband,over,years,she,confronts,societys,stifling,expectations,women,raise,voice,against,abuse,life,becomes,battleground,quest,regain,selfesteem",16
Shows,Grandpa's Game (Hindi),Dadur Kirti,Original,Hindi,India,,Yes,Comedy,Drama,Comedy Drama,,U/A 13+,3,174 mins,174,5.3,"Paran Bandopadhyay, Anashua Majumdar, Satyam Bhattacharya, Shantilal Mukherjee, Srijla Guha, Rwitobroto Mukherjee, Chandreyee Ghosh, Kanchan Mullick, Durbar Sharma, Avery Singha Roy","The patriarch of the Chowdhury Bari unites his estranged family on the pretext of his impending death, and reveals the existence of a spirit guarding a hidden ancestral treasure. As the family engages in a treasure hunt, emotions run high, love blossoms, and everyone confronts past transgressions.",patriarch chowdhury bari unites his estranged family pretext his impending death reveals existence spirit guarding hidden ancestral treasure family engages treasure hunt emotions run high love blossoms everyone confronts past transgressions,patriarch chowdhury bari unites his,"patriarch,chowdhury,bari,unites,his,estranged,family,pretext,his,impending,death,reveals,existence,spirit,guarding,hidden,ancestral,treasure,family,engages,treasure,hunt,emotions,run,high,love,blossoms,everyone,confronts,past,transgressions","patriarch,chowdhury,bari,unites,estranged,family,pretext,impending,death,reveals,existence,spirit,guarding,hidden,ancestral,treasure,family,engages,treasure,hunt,emotions,run,high,love,blossoms,everyone,confronts,past,transgressions",13
Shows,The Killer Frame (Hindi),Chhabi Biswas,Original,Hindi,India,,Yes,Thriller,Crime,Thriller Crime,,U/A 13+,3,165 mins,165,7.3,"Subham, Subhasish Mukhopadhyay, Anuradha Mukherjee, Anangsha Biswas, Kinjal Nanda, Chandan Sen, Ayan Bhattacharjee, Momo ▲","Chhabi Biswas, a seemingly dull middle-aged photographer who has been a subject of mockery throughout his life, suddenly gets trapped in a world of darkness. When his true nature slowly comes to light in the form of secret tasks, he faces the wrath of greed and cruelty.",chhabi biswas seemingly dull middleaged photographer who has been subject mockery throughout his life suddenly gets trapped world darkness when his true nature slowly comes light form secret tasks he faces wrath greed cruelty,chhabi biswas seemingly dull middleaged,"chhabi,biswas,seemingly,dull,middleaged,photographer,who,has,been,subject,mockery,throughout,his,life,suddenly,gets,trapped,world,darkness,when,his,true,nature,slowly,comes,light,form,secret,tasks,he,faces,wrath,greed,cruelty","chhabi,biswas,seemingly,dull,middleaged,photographer,who,been,subject,mockery,throughout,life,suddenly,gets,trapped,world,darkness,true,nature,slowly,comes,light,form,secret,tasks,he,faces,wrath,greed,cruelty",13
Shows,Rumi (Hindi),Rumi,Original,Hindi,Bangladesh,,Yes,Thriller,,Thriller,,U/A 16+,4,167 mins,167,6.7,"Chanchal Chowdhury, Reekita Nondine Shimu, Abdun Noor Shajal, Afia Tabassum Borno, Shahadat Hossain, Deepa Khandakar","Rumi, a CIB officer, loses his sight and his job in a near-fatal accident. He starts having nightmares of strange events, one of which shockingly translates to reality in a gruesome murder. Now, the blind detective must decipher his nightmares to unravel the mystery behind the violent crime!",rumi cib officer loses his sight his job nearfatal accident he starts having nightmares strange events one which shockingly translates reality gruesome murder now blind detective must decipher his nightmares unravel mystery behind violent crime,rumi cib officer loses his,"rumi,cib,officer,loses,his,sight,his,job,nearfatal,accident,he,starts,having,nightmares,strange,events,one,which,shockingly,translates,reality,gruesome,murder,now,blind,detective,must,decipher,his,nightmares,unravel,mystery,behind,violent,crime","rumi,cib,officer,loses,sight,job,nearfatal,accident,he,starts,having,nightmares,strange,events,one,which,shockingly,translates,reality,gruesome,murder,now,blind,detective,must,decipher,nightmares,unravel,mystery,behind,violent,crime",16
Shows,Advocate Achinta Aich (Hindi),Advocate Achinta Aich,Original,Hindi,India,,Yes,Drama,Courtroom,Drama Courtroom,,U/A 13+,3,165 mins,165,6.8,"Riwtick Chakraborty, Saswata Chatterjee, Surangana Bandopadhyay, Dulal Lahiri, Loknath Dey, Alakananda Roy, Debraj Bhattacharya, Kheya Chattopadhyay","Following a shocking high-profile murder with several eyewitnesses, the only suspect in the seemingly open-and-shut case turns to Achinta Aich, a notary lawyer with few resources. As Achinta risks his all in a quest for justice, he uncovers a web of secrets and sins that hold the key to the truth.",following shocking highprofile murder several eyewitnesses only suspect seemingly openandshut case turns achinta aich notary lawyer few resources achinta risks his all quest justice he uncovers web secrets sins hold key truth,following shocking highprofile murder several,"following,shocking,highprofile,murder,several,eyewitnesses,only,suspect,seemingly,openandshut,case,turns,achinta,aich,notary,lawyer,few,resources,achinta,risks,his,all,quest,justice,he,uncovers,web,secrets,sins,hold,key,truth","following,shocking,highprofile,murder,several,eyewitnesses,only,suspect,seemingly,openandshut,case,turns,achinta,aich,notary,lawyer,few,resources,achinta,risks,all,quest,justice,he,uncovers,web,secrets,sins,hold,key,truth",13
Shows,Golam Mamun (Hindi),Golam Mamun,Original,Hindi,Bangladesh,,Yes,Thriller,,Thriller,,U/A 13+,3,209 mins,209,7.2,"Ziaul Faruq Apurba, Sabila Nur, Imtiaz Barshon, Nazmus Sakib, Fakhrul Bashar Masum, Sharlin Farzana","Mamun, the prime suspect in a double murder, faces off with a serial killer and the system to which he has dedicated his life, while the clock keeps ticking on his quest to prove his innocence.",mamun prime suspect double murder faces off serial killer system which he has dedicated his life while clock keeps ticking his quest prove his innocence,mamun prime suspect double murder,"mamun,prime,suspect,double,murder,faces,off,serial,killer,system,which,he,has,dedicated,his,life,while,clock,keeps,ticking,his,quest,prove,his,innocence","mamun,prime,suspect,double,murder,faces,off,serial,killer,system,which,he,dedicated,life,while,clock,keeps,ticking,quest,prove,innocence",13
Shows,Sandhya Ke Aangan Mein (Hindi),Boka Bakshote Bondi,Original,Hindi,India,,Yes,Drama,Psychological,Drama Psychological,,U/A 13+,3,132 mins,132,6.8,"Solanki Roy, Neel Bhattacharya, Shoumo Banerjee, Mousumi Saha, Alivia Sarkar, Riya Ganguly",An actress leaves her profession for a life away from the limelight. But her last day of work becomes a nightmare as she finds herself unsure where her scripted persona ends and her true self begins.,actress leaves her profession life away limelight but her last day work becomes nightmare she finds herself unsure where her scripted persona ends her true self begins,actress leaves her profession life,"actress,leaves,her,profession,life,away,limelight,but,her,last,day,work,becomes,nightmare,she,finds,herself,unsure,where,her,scripted,persona,ends,her,true,self,begins","actress,leaves,profession,life,away,limelight,but,last,day,work,becomes,nightmare,she,finds,herself,unsure,where,scripted,persona,ends,true,self,begins",13
Shows,Bijaya (Hindi),Bijoya,Original,Hindi,India,,Yes,Drama,Social,Drama Social,,U/A 16+,4,187 mins,187,7,"Swastika Mukherjee, Debdutta Raha, Shaheb Chattopadhyay, Bidipta Chakraborty, Raunak Dey Bhowmick, Jeet Sundar, Debi Saha","When Bijoya's son slips into a coma after suffering a suspicious fall at his college, the resolute mother pulls all stops to uncover a cycle of ragging and corruption and bring justice to her son.",when bijoyas son slips into coma after suffering suspicious fall his college resolute mother pulls all stops uncover cycle ragging corruption bring justice her son,when bijoyas son slips into,"when,bijoyas,son,slips,into,coma,after,suffering,suspicious,fall,his,college,resolute,mother,pulls,all,stops,uncover,cycle,ragging,corruption,bring,justice,her,son","bijoyas,son,slips,into,coma,after,suffering,suspicious,fall,college,resolute,mother,pulls,all,stops,uncover,cycle,ragging,corruption,bring,justice,son",16
Shows,Parineeta (Hindi),Parineeta,Original,Hindi,India,,Yes,Romantic,Drama,Romantic Drama,,U/A 13+,3,168 mins,168,7.5,"Debchandrima Singha Roy, Gaurav Chakrabarty, Arpan Ghoshal, Loknath Dey, Debdut Ghosh, Pushpita Mukherjee, Mimi Dutta","Lalita and Shekhar's chance encounter after several years stirs up bittersweet memories, forcing them to confront their fears and fury, misbelief and misery, and most of all their profound love for each other!",lalita shekhars chance encounter after several years stirs up bittersweet memories forcing them confront their fears fury misbelief misery most all their profound love each other,lalita shekhars chance encounter after,"lalita,shekhars,chance,encounter,after,several,years,stirs,up,bittersweet,memories,forcing,them,confront,their,fears,fury,misbelief,misery,most,all,their,profound,love,each,other","lalita,shekhars,chance,encounter,after,several,years,stirs,up,bittersweet,memories,forcing,them,confront,their,fears,fury,misbelief,misery,most,all,their,profound,love,each,other",13
Shows,Mahishasura Mardini (Hindi),Mohishashur Mordini,Original,Hindi,India,,Yes,Drama,Mythological,Drama Mythological,,A 18+,5,178 mins,178,8.2,"Rajnandini Paul, Rohaan Bhattacharjee, Shreya Mukherjee, Debanjan Chatterjee, Niladri Lahiri, Subhrajit Dutta, Debopriyo Mukherjee","In the mystical realm of gods and demons, Mahamaya, the divine feminine, emerges to restore balance, confronting ancient evils with her many forms and boundless power. From showcasing Sati's sacrifice to Shiv’s fury, this series celebrates the Aadishakti's power, showing that without her, life ceases to exist.",mystical realm gods demons mahamaya divine feminine emerges restore balance confronting ancient evils her many forms boundless power showcasing satis sacrifice shivs fury series celebrates aadishaktis power showing without her life ceases exist,mystical realm gods demons mahamaya,"mystical,realm,gods,demons,mahamaya,divine,feminine,emerges,restore,balance,confronting,ancient,evils,her,many,forms,boundless,power,showcasing,satis,sacrifice,shivs,fury,series,celebrates,aadishaktis,power,showing,without,her,life,ceases,exist","mystical,realm,gods,demons,mahamaya,divine,feminine,emerges,restore,balance,confronting,ancient,evils,many,forms,boundless,power,showcasing,satis,sacrifice,shivs,fury,series,celebrates,aadishaktis,power,showing,without,life,ceases,exist",18
Shows,Kaveri (Hindi),Kaberi,Original,Hindi,India,,Yes,Drama,Social,Drama Social,,U/A 16+,4,173 mins,173,6.9,"Paoli Dam, Sourav Chakraborty, Beas Dhar, Shankar Debnath, Prantik Banerjee, Chandan Sen","Kaberi, a severely oppressed woman on the run from her abusive husband, develops a special bond with Shampa, one of her students. When Shampa faces an evil conspiracy, Kaberi's quest to save her becomes the fight for her own existence.",kaberi severely oppressed woman run her abusive husband develops special bond shampa one her students when shampa faces evil conspiracy kaberis quest save her becomes fight her own existence,kaberi severely oppressed woman run,"kaberi,severely,oppressed,woman,run,her,abusive,husband,develops,special,bond,shampa,one,her,students,when,shampa,faces,evil,conspiracy,kaberis,quest,save,her,becomes,fight,her,own,existence","kaberi,severely,oppressed,woman,run,abusive,husband,develops,special,bond,shampa,one,students,shampa,faces,evil,conspiracy,kaberis,quest,save,becomes,fight,own,existence",16
Shows,Anjaan Saayein (Hindi),Nikosh Chhaya,Original,Hindi,India,,Yes,Horror,Mythological,Horror Mythological,,U/A 13+,3,120 mins,120,6.2,"Chiranjeet Chakrabarti, Surangana Bandopadhyay, Anujoy Chattopadhyay, Gaurav Chakrabarty, Anindita Bose, Arna Mukhopadhyay, Kanchan Mullick","Bhaduri Moshai, the renowned occultist, is drawn into a haunting mystery when an Aghori tantric surfaces around the blood moon, with sinister intentions which begin to harm people he holds dear.",bhaduri moshai renowned occultist drawn into haunting mystery when aghori tantric surfaces around blood moon sinister intentions which begin harm people he holds dear,bhaduri moshai renowned occultist drawn,"bhaduri,moshai,renowned,occultist,drawn,into,haunting,mystery,when,aghori,tantric,surfaces,around,blood,moon,sinister,intentions,which,begin,harm,people,he,holds,dear","bhaduri,moshai,renowned,occultist,drawn,into,haunting,mystery,aghori,tantric,surfaces,around,blood,moon,sinister,intentions,which,begin,harm,people,he,holds,dear",13
Shows,Rangila Kitab (Hindi),Rangila Kitab,Original,Hindi,Bangladesh,,Yes,Thriller,,Thriller,,U/A 16+,4,127,127,6.2,"Moyen Uddin, Pori Moni, Mostafizur Noor Imran",,,,,,16
Shows,Talma Ke Romeo Juliet (Hindi),Talmar Romeo Juliet,Original,Hindi,India,,Yes,Romantic,Drama,Romantic Drama,,U/A 16+,4,,202,,,,,,,,16
Movies,Habji Gabji,,Acquired,Bengali,India,03-01-2025,Yes,Drama,Family,Drama Family,2022,U,1,,124,,,,,,,,0
Movies,Tekka,,Acquired,Bengali,India,27-12-2024,Yes,Thriller,,Thriller,2024,U/A 13+,3,133,133,,"Dev, Swastika Mukherjee, Rukmini Maitra, Paran Bandopadhyay, Tota Roy Choudhury, Aryann Bhowmick, Sreeja Dutta, Loknath Dey","A desperate janitor takes a little girl hostage in a corporate building to get his job back, triggering a tense stand-off between him and the police. As stories in the media begin to sway public opinion, the plot thickens with escalating twists and unravelling secrets. ",desperate janitor takes little girl hostage corporate building get his job back triggering tense standoff between him police stories media begin sway public opinion plot thickens escalating twists unravelling secrets,desperate janitor takes little girl,"desperate,janitor,takes,little,girl,hostage,corporate,building,get,his,job,back,triggering,tense,standoff,between,him,police,stories,media,begin,sway,public,opinion,plot,thickens,escalating,twists,unravelling,secrets","desperate,janitor,takes,little,girl,hostage,corporate,building,get,job,back,triggering,tense,standoff,between,him,police,stories,media,begin,sway,public,opinion,plot,thickens,escalating,twists,unravelling,secrets",13
Movies,Kishmish,,Acquired,Bengali,India,29-11-2024,Yes,Romantic,Comedy,Romantic Comedy,2022,U,1,139,139,,"Dev, Rukmini Maitra, Kharaj Mukherjee, Anjana Basu, Kamaleshwar Mukherjee, June Malia","Tintin, an aspiring comic artist, and Rohini, an ambitious girl, fall in love at college. However, when they decide to get married, their parents' inability to let go of a heartwrenching past stands in the way of their happily ever after.",tintin aspiring comic artist rohini ambitious girl fall love college however when they decide get married their parents inability let go heartwrenching past stands way their happily ever after,tintin aspiring comic artist rohini,"tintin,aspiring,comic,artist,rohini,ambitious,girl,fall,love,college,however,when,they,decide,get,married,their,parents,inability,let,go,heartwrenching,past,stands,way,their,happily,ever,after","tintin,aspiring,comic,artist,rohini,ambitious,girl,fall,love,college,however,they,decide,get,married,their,parents,inability,let,go,heartwrenching,past,stands,way,their,happily,ever,after",0
Movies,Kolkatay Kohinoor,,Acquired,Bengali,India,22-11-2024,Yes,Thriller,Drama,Thriller Drama,2019,U,1,126,126,,"Soumitra Chatterjee, Sabyasachi Chakrabarty, Barun Chanda, Debdut Ghosh, Indrani Dutta",A team of historians undertake a dangerous treasure hunt to uncover the mysterious past of the Kohinoor diamond and discover its startling connection to the city of joy!,team historians undertake dangerous treasure hunt uncover mysterious past kohinoor diamond discover its startling connection city joy,team historians undertake dangerous treasure,"team,historians,undertake,dangerous,treasure,hunt,uncover,mysterious,past,kohinoor,diamond,discover,its,startling,connection,city,joy","team,historians,undertake,dangerous,treasure,hunt,uncover,mysterious,past,kohinoor,diamond,discover,startling,connection,city,joy",0
Movies,Toofan,,Acquired,Bengali,India,19-09-2024,Yes,Action,Thriller,Action Thriller,2024,U/A 16+,4,145,145,7.2,"Shakib Khan, Mimi Chakraborty, Chanchal Chowdhury, Masuma Rahman Nabila, Misa Sawdagar","Ghalib Bin Goni, a born killer, massacres his way to power and becomes Toofan, the biggest mafia don of Bangladesh, in this global Bengali blockbuster.",ghalib bin goni born killer massacres his way power becomes toofan biggest mafia don bangladesh global bengali blockbuster,ghalib bin goni born killer,"ghalib,bin,goni,born,killer,massacres,his,way,power,becomes,toofan,biggest,mafia,don,bangladesh,global,bengali,blockbuster","ghalib,bin,goni,born,killer,massacres,way,power,becomes,toofan,biggest,mafia,don,bangladesh,global,bengali,blockbuster",16
Movies,Pradhan,,Acquired,Bengali,India,09-08-2024,Yes,Drama,Social,Drama Social,2023,U/A 13+,3,160,160,5.8,"Dev, Paran Bandopadhyay, Mamata Shankar, Anirban Chakrabarti, Soham Chakraborty, Soumitrisha Kundu","Deepak Pradhan, a young officer in Dharmapur, faces corruption among his juniors. With disturbing past events resurfacing and pressure mounting, will he uphold his principles and fight for love, dignity, and honesty?",deepak pradhan young officer dharmapur faces corruption among his juniors disturbing past events resurfacing pressure mounting will he uphold his principles fight love dignity honesty,deepak pradhan young officer dharmapur,"deepak,pradhan,young,officer,dharmapur,faces,corruption,among,his,juniors,disturbing,past,events,resurfacing,pressure,mounting,will,he,uphold,his,principles,fight,love,dignity,honesty","deepak,pradhan,young,officer,dharmapur,faces,corruption,among,juniors,disturbing,past,events,resurfacing,pressure,mounting,he,uphold,principles,fight,love,dignity,honesty",13
Movies,Dharmajuddha,,Acquired,Bengali,India,19-07-2024,Yes,Drama,Political,Drama Political,2022,U/A 13+,3,109,109,6.9,"Swatilekha Sengupta, Ritwick Chakraborty, Subhashree Ganguly, Soham Chakraborty, Parno Mittra, Koushik Roy, Saptarshi Maulik","A riot erupts in the small town of Ismailpur, compelling four victims to take refuge in an elderly woman's home. As tensions flare among them, the night becomes an unforgettable and fateful ordeal.",riot erupts small town ismailpur compelling four victims take refuge elderly womans home tensions flare among them night becomes unforgettable fateful ordeal,riot erupts small town ismailpur,"riot,erupts,small,town,ismailpur,compelling,four,victims,take,refuge,elderly,womans,home,tensions,flare,among,them,night,becomes,unforgettable,fateful,ordeal","riot,erupts,small,town,ismailpur,compelling,four,victims,take,refuge,elderly,womans,home,tensions,flare,among,them,night,becomes,unforgettable,fateful,ordeal",13
Movies,Pariah,,Acquired,Bengali,India,12-07-2024,Yes,Action,Thriller,Action Thriller,2024,A 18+,5,135,135,6.8,"Vikram Chatterjee, Angana Roy, Sreelekha Mitra, Ambarish Bhattacharya, Soumya Mukherjee",A common man turns into a relentless vigilante when his puppy goes missing in the midst of society's cruel apathy for voiceless animals.,common man turns into relentless vigilante when his puppy goes missing midst societys cruel apathy voiceless animals,common man turns into relentless,"common,man,turns,into,relentless,vigilante,when,his,puppy,goes,missing,midst,societys,cruel,apathy,voiceless,animals","common,man,turns,into,relentless,vigilante,puppy,goes,missing,midst,societys,cruel,apathy,voiceless,animals",18
Movies,Rainbow Jelly,,Acquired,Bengali,India,28-06-2024,Yes,Drama,Fantasy,Drama Fantasy,2018,U,1,119,119,6.8,"Mahabrata Basu, Sreelekha Mitra, Kaushik Sen, Shantilal Mukherjee, Anumegha Banerjee","Ghoton, an autistic 12-year-old orphaned boy mistreated by his uncle, feels hopeful when a mysterious aunt promises to change his life with a magical recipe.",ghoton autistic 12yearold orphaned boy mistreated his uncle feels hopeful when mysterious aunt promises change his life magical recipe,ghoton autistic 12yearold orphaned boy,"ghoton,autistic,12yearold,orphaned,boy,mistreated,his,uncle,feels,hopeful,when,mysterious,aunt,promises,change,his,life,magical,recipe","ghoton,autistic,12yearold,orphaned,boy,mistreated,uncle,feels,hopeful,mysterious,aunt,promises,change,life,magical,recipe",0
Movies,Mayurakshi,,Acquired,Bengali,India,31-05-2024,Yes,Drama,,Drama,2017,U,1,102,102,7.1,"Prosenjit Chatterjee, Soumitra Chatterjee, Gargi Roychowdhury, Sudipta Chakraborty, Indrani Halder","A reunion between a retired professor, suffering from neurological problems, and his NRI son, who is going through an unsettling phase, changes their lives when several closed chapters are reopened.",reunion between retired professor suffering neurological problems his nri son who going through unsettling phase changes their lives when several closed chapters are reopened,reunion between retired professor suffering,"reunion,between,retired,professor,suffering,neurological,problems,his,nri,son,who,going,through,unsettling,phase,changes,their,lives,when,several,closed,chapters,are,reopened","reunion,between,retired,professor,suffering,neurological,problems,nri,son,who,going,through,unsettling,phase,changes,their,lives,several,closed,chapters,reopened",0
Movies,Chaalchitra Ekhon,,Acquired,Bengali,India,10-05-2024,Yes,Drama,Biography,Drama Biography,2024,U/A 13+,3,92,92,7.4,"Anjan Dutt, Sawon Chakraborty, Bidipta Chakraborty, Suprobhat Das, Subhasish Mukherjee","A tribute to auteur Mrinal Sen in his birth centenary year, the film traces Anjan Dutt's captivating journey with the celluloid maestro in 1981, marking the beginning of a unique mentor-protÈgÈ relationship.",tribute auteur mrinal sen his birth centenary year film traces anjan dutts captivating journey celluloid maestro 1981 marking beginning unique mentorprotègè relationship,tribute auteur mrinal sen his,"tribute,auteur,mrinal,sen,his,birth,centenary,year,film,traces,anjan,dutts,captivating,journey,celluloid,maestro,1981,marking,beginning,unique,mentorprotègè,relationship","tribute,auteur,mrinal,sen,birth,centenary,year,film,traces,anjan,dutts,captivating,journey,celluloid,maestro,1981,marking,beginning,unique,mentorprotègè,relationship",13
Movies,Shri Swapankumarer Badami Hyenar Kobole,,Acquired,Bengali,India,11-04-2024,Yes,Thriller,Action,Thriller Action,2024,U/A 13+,3,144,144,5.6,"Abir Chatterjee, Paran Bandopadhyay, Shruti Das, Gautam Halder, Pratik Dutta, Loknath Dey","Kolkata is in danger as Badami Hyena looms threat over the city. Dipak Chatterjee, a detective created by pulp-fiction writer Shri Swapankumar, is here to save the city.",kolkata danger badami hyena looms threat over city dipak chatterjee detective created pulpfiction writer shri swapankumar here save city,kolkata danger badami hyena looms,"kolkata,danger,badami,hyena,looms,threat,over,city,dipak,chatterjee,detective,created,pulpfiction,writer,shri,swapankumar,here,save,city","kolkata,danger,badami,hyena,looms,threat,over,city,dipak,chatterjee,detective,created,pulpfiction,writer,shri,swapankumar,save,city",13
Movies,Bogla Mama,,Acquired,Bengali,India,08-03-2024,Yes,Comedy,,Comedy,2023,U,1,145,145,6,"Kharaj Mukherjee, Riddhi Sen, Rajatava Dutta, Aparajita Adhya, Ditipriya Roy","Watch Bogla Mama full Bengali movie online in HD only on hoichoi. Bogla Mama Bengali movie starring Kharaj Mukherjee, Riddhi Sen streaming on hoichoi.",watch bogla mama full bengali movie online hd only hoichoi bogla mama bengali movie starring kharaj mukherjee riddhi sen streaming hoichoi,watch bogla mama full bengali,"watch,bogla,mama,full,bengali,movie,online,hd,only,hoichoi,bogla,mama,bengali,movie,starring,kharaj,mukherjee,riddhi,sen,streaming,hoichoi","watch,bogla,mama,full,bengali,movie,online,hd,only,hoichoi,bogla,mama,bengali,movie,starring,kharaj,mukherjee,riddhi,sen,streaming,hoichoi",0
