Type,Title,Dubbed From,Ownership,Language,Country,Date Added,Live Status,Primary Genre,Secondary Genre,Final Genre,Theatrical Release Year,Age Rating,Age score,Run Time,RUN TIME,IMDB Rating,Cast,Synopsis,Keywords2,Keywords3,Keywords4,Keywords5,Age Rating Numeric
Shows,Hello!,,Original,Bengali,India,25-09-2017,Yes,Thriller,,Thriller,,A 18+,5,147 mins,147,8,"Raima Sen, Priyanka Sarkar, Joy Sengupta, Saheb Bhattacharya, Pamela Bhutoria","Nandita starts receiving MMS of her husband's extramarital affair with a mysterious woman Nina. As she tries to identify the sender, she finds herself in a maze.",nandita starts receiving mms her husbands extramarital affair mysterious woman nina she tries identify sender she finds herself maze,nandita starts receiving mms her,"nandita,starts,receiving,mms,her,husbands,extramarital,affair,mysterious,woman,nina,she,tries,identify,sender,she,finds,herself,maze","nandita,starts,receiving,mms,husbands,extramarital,affair,mysterious,woman,nina,she,tries,identify,sender,she,finds,herself,maze",18
Shows,Cartoon,,Original,Bengali,India,26-09-2017,Yes,Horror,,Horror,,U/A 16+,4,128 mins,128,5.9,"Paayel Sarkar, Mainak Banerjee",Cartoonist Aritra’s life turns upside down when mysterious things start happening in his new apartment. Mayhem ensues when a paranormal activist dies suddenly.,cartoonist aritras life turns upside down when mysterious things start happening his new apartment mayhem ensues when paranormal activist dies suddenly,cartoonist aritras life turns upside,"cartoonist,aritras,life,turns,upside,down,when,mysterious,things,start,happening,his,new,apartment,mayhem,ensues,when,paranormal,activist,dies,suddenly","cartoonist,aritras,life,turns,upside,down,mysterious,things,start,happening,new,apartment,mayhem,ensues,paranormal,activist,dies,suddenly",16
Shows,Holy Faak,,Original,Bengali,India,26-09-2017,Yes,Romantic,Comedy,Romantic Comedy,,A 18+,5,161 mins,161,5.1,"Soumya Mukherji, Anamika Chakraborty, Paran Bandopadhyay, Ratna Ghoshal",Lovers turn haters when Diya breaks up with Indra to marry a guy chosen by her father. “Holy Faak” presented by hoichoi is here to turn the world upside down!,lovers turn haters when diya breaks up indra marry guy chosen her father holy faak presented hoichoi here turn world upside down,lovers turn haters when diya,"lovers,turn,haters,when,diya,breaks,up,indra,marry,guy,chosen,her,father,holy,faak,presented,hoichoi,here,turn,world,upside,down","lovers,turn,haters,diya,breaks,up,indra,marry,guy,chosen,father,holy,faak,presented,hoichoi,turn,world,upside,down",18
Shows,Dupur Thakurpo,,Original,Bengali,India,10-01-2017,Yes,Comedy,Adult,Comedy Adult,,A 18+,5,196 mins,196,4,"Swastika Mukherjee, Abhijit Guha, Anindya Chatterjee","When Jibon babu brings home a vivacious wife called Uma, inappropriate things start happening as she becomes the fantasy and obsession of the other young tenants in the house.",when jibon babu brings home vivacious wife called uma inappropriate things start happening she becomes fantasy obsession other young tenants house,when jibon babu brings home,"when,jibon,babu,brings,home,vivacious,wife,called,uma,inappropriate,things,start,happening,she,becomes,fantasy,obsession,other,young,tenants,house","jibon,babu,brings,home,vivacious,wife,called,uma,inappropriate,things,start,happening,she,becomes,fantasy,obsession,other,young,tenants,house",18
Shows,Byomkesh,,Original,Bengali,India,14-10-2017,Yes,Detective,Mystery,Detective Mystery,,U/A 7+,2,112 mins,112,8.2,"Anirban Bhattacharya, Subrat Dutta, Ridhima Ghosh","Set in the 1930s, the series is based on the adventures of Byomkesh and his friend and biographer Ajit, who accompanies Bakshi during his investigations.",set 1930s series based adventures byomkesh his friend biographer ajit who accompanies bakshi during his investigations,set 1930s series based adventures,"set,1930s,series,based,adventures,byomkesh,his,friend,biographer,ajit,who,accompanies,bakshi,during,his,investigations","set,1930s,series,based,adventures,byomkesh,friend,biographer,ajit,who,accompanies,bakshi,during,investigations",7
Shows,Paranoia,,Original,Bengali,India,11-12-2017,Yes,Horror,Psychological,Horror Psychological,,A 18+,5,79 mins,79,,"Kamaleswar Mukherjee, Saayoni Ghosh, Rayati Battacharya Basu, Anindya Sain","A collection of stories of four people dealing with human emotions entrapped in a continuous maze of dilutions, unjustified, and betrayal from the surrounding.",collection stories four people dealing human emotions entrapped continuous maze dilutions unjustified betrayal surrounding,collection stories four people dealing,"collection,stories,four,people,dealing,human,emotions,entrapped,continuous,maze,dilutions,unjustified,betrayal,surrounding","collection,stories,four,people,dealing,human,emotions,entrapped,continuous,maze,dilutions,unjustified,betrayal,surrounding",18
Shows,Stand up,,Original,Bengali,India,11-12-2017,Yes,Reality TV,Stand-up comedy,Reality TV Stand-up comedy,,A 18+,5,42 mins,42,,"Chandradoy Pal, Dipangshu Acharya, Yashoroop Dey","Enjoy a fun ride with an outburst of comedy that will leave you in splits, with significance of pre-existing notions adding to the wit. Enjoyment is guaranteed!",enjoy fun ride outburst comedy will leave you splits significance preexisting notions adding wit enjoyment guaranteed,enjoy fun ride outburst comedy,"enjoy,fun,ride,outburst,comedy,will,leave,you,splits,significance,preexisting,notions,adding,wit,enjoyment,guaranteed","enjoy,fun,ride,outburst,comedy,leave,you,splits,significance,preexisting,notions,adding,wit,enjoyment,guaranteed",18
Shows,Bhootoorey,,Original,Bengali,India,11-12-2017,Yes,Horror,,Horror,,U/A 16+,4,70 mins,70,6.4,"Jit Das, Triparna Bardhan, Rob Dey, Sharmistha Pandey","Following four friends in quest for the supernatural across various popular ""haunted"" places of West Bengal, the series takes us on a chilling journey.",following four friends quest supernatural across various popular haunted places west bengal series takes us chilling journey,following four friends quest supernatural,"following,four,friends,quest,supernatural,across,various,popular,haunted,places,west,bengal,series,takes,us,chilling,journey","following,four,friends,quest,supernatural,across,various,popular,haunted,places,west,bengal,series,takes,us,chilling,journey",16
Shows,Bouma Detective,,Original,Bengali,India,12-03-2017,Yes,Detective,Mystery,Detective Mystery,,U/A 16+,4,166 mins,166,6.2,"Aparajita Addhya, Rohit Roy","Simple homemaker Rohini decides to take on the role of a detective, after her superstar husband Ranojay is accused of murdering his co-actor.",simple homemaker rohini decides take role detective after her superstar husband ranojay accused murdering his coactor,simple homemaker rohini decides take,"simple,homemaker,rohini,decides,take,role,detective,after,her,superstar,husband,ranojay,accused,murdering,his,coactor","simple,homemaker,rohini,decides,take,role,detective,after,superstar,husband,ranojay,accused,murdering,coactor",16
Shows,Gariahater Ganglords,,Original,Bengali,India,13-01-2018,Yes,Comedy,,Comedy,,A 18+,5,209 mins,209,4.8,"Sourav Das, Anindita Bose, Ayan Bhattacharjee, Debmalya Gupta","Buchku comes to Kolkata for higher studies, and starts staying with his cousin Jonny and his friend Bunty. Little does he know, that they are gangsters!",buchku comes kolkata higher studies starts staying his cousin jonny his friend bunty little does he know they are gangsters,buchku comes kolkata higher studies,"buchku,comes,kolkata,higher,studies,starts,staying,his,cousin,jonny,his,friend,bunty,little,does,he,know,they,are,gangsters","buchku,comes,kolkata,higher,studies,starts,staying,cousin,jonny,friend,bunty,little,he,know,they,gangsters",18
Shows,Six,,Original,Bengali,India,20-01-2018,Yes,Thriller,Psychological,Thriller Psychological,,U/A 16+,4,222 mins,222,6.1,"Nishan Nanaiah, Darshana, Silajit Majumder","Soumyojit Ray’s life turns upside down, when his wife suddenly dies and he gets accused. hoichoi Originals presents Six, a never-seen-before psycho-thriller.",soumyojit rays life turns upside down when his wife suddenly dies he gets accused hoichoi originals presents six neverseenbefore psychothriller,soumyojit rays life turns upside,"soumyojit,rays,life,turns,upside,down,when,his,wife,suddenly,dies,he,gets,accused,hoichoi,originals,presents,six,neverseenbefore,psychothriller","soumyojit,rays,life,turns,upside,down,wife,suddenly,dies,he,gets,accused,hoichoi,originals,presents,six,neverseenbefore,psychothriller",16
Shows,Ha Ja Ba Ra La,,Original,Bengali,India,03-07-2018,Yes,Reality TV,Stand-up comedy,Reality TV Stand-up comedy,,A 18+,5,70 mins,70,,"Ambarish Bhattacharya, Saurav Palodhi, Abhimanyu Mukherjee, Ritabrata Dass, Subhadip Ghosh","hoichoi Originals presents Ha Ja Ba Ra La. Be ready for a riot of laughter by Ambarish Bhattacharya, Abhimanyu Mukherjee, Saurav Palodhi, Ritabrata Dass & Shubhodip Ghosh.",hoichoi originals presents ha ja ba ra la ready riot laughter ambarish bhattacharya abhimanyu mukherjee saurav palodhi ritabrata dass shubhodip ghosh,hoichoi originals presents ha ja,"hoichoi,originals,presents,ha,ja,ba,ra,la,ready,riot,laughter,ambarish,bhattacharya,abhimanyu,mukherjee,saurav,palodhi,ritabrata,dass,shubhodip,ghosh","hoichoi,originals,presents,ha,ja,ba,ra,la,ready,riot,laughter,ambarish,bhattacharya,abhimanyu,mukherjee,saurav,palodhi,ritabrata,dass,shubhodip,ghosh",18
Shows,Eken Babu,,Original,Bengali,India,03-09-2018,Yes,Detective,Comedy,Detective Comedy,,U/A 7+,2,212 mins,212,8,"Anirban Chakrabarti, Shoumo Banerjee, Debapriyo Bagchi","hoichoi Originals presents ‘Eken Babu’ featuring a man with a quirky persona, who lands up in an apartment in Bangalore, much to the annoyance of its residents.",hoichoi originals presents eken babu featuring man quirky persona who lands up apartment bangalore much annoyance its residents,hoichoi originals presents eken babu,"hoichoi,originals,presents,eken,babu,featuring,man,quirky,persona,who,lands,up,apartment,bangalore,much,annoyance,its,residents","hoichoi,originals,presents,eken,babu,featuring,man,quirky,persona,who,lands,up,apartment,bangalore,much,annoyance,residents",7
Shows,Kairong Mothey Gogol,,Original,Bengali,India,24-03-2018,Yes,Detective,Mystery,Detective Mystery,,U,1,64 mins,64,5.4,"Swarnavo Sanyal, Subhrojit Dutta, Kamalika Banerjee, Kaushik Chakroborty","Gogol is all set for a trip to the picturesque Sikkim with his parents. Little does the young boy know, of the mystery that awaits him from the moment his trip begins.",gogol all set trip picturesque sikkim his parents little does young boy know mystery awaits him moment his trip begins,gogol all set trip picturesque,"gogol,all,set,trip,picturesque,sikkim,his,parents,little,does,young,boy,know,mystery,awaits,him,moment,his,trip,begins","gogol,all,set,trip,picturesque,sikkim,parents,little,young,boy,know,mystery,awaits,him,moment,trip,begins",0
Shows,Japani Toy,,Original,Bengali,India,05-12-2018,Yes,Comedy,Adult,Comedy Adult,,A 18+,5,170 mins,170,5.9,"Rajdeep Gupta, Ishaa Saha, Rajat Ganguly, Kaushili Guha",What happens when you want to open a sex toy shop in Kolkata? Watch this hoichoi Original social satire.,what happens when you want open sex toy shop kolkata watch hoichoi original social satire,what happens when you want,"what,happens,when,you,want,open,sex,toy,shop,kolkata,watch,hoichoi,original,social,satire","what,happens,you,want,open,sex,toy,shop,kolkata,watch,hoichoi,original,social,satire",18
Shows,Magic #hoyejak,,Original,Bengali,India,16-06-2018,Yes,Reality TV,Magic Show,Reality TV Magic Show,,A 18+,5,111 mins,111,,Tapabrata Chakraborty,"TC The Mentalist is here with his captivating skills of sorcery to leave you spellbound! Hoichoi takes magic a notch higher, with its new show ‘Magic #hoyejak’!",tc mentalist here his captivating skills sorcery leave you spellbound hoichoi takes magic notch higher its new show magic hoyejak,tc mentalist here his captivating,"tc,mentalist,here,his,captivating,skills,sorcery,leave,you,spellbound,hoichoi,takes,magic,notch,higher,its,new,show,magic,hoyejak","tc,mentalist,captivating,skills,sorcery,leave,you,spellbound,hoichoi,takes,magic,notch,higher,new,show,magic,hoyejak",18
Shows,Shei Je Holud Pakhi,,Original,Bengali,India,30-06-2018,Yes,Thriller,Psychological,Thriller Psychological,,A 18+,5,197 mins,197,7.1,"Saswata Chatterjee, Tridha Choudhury, Gourab Chatterjee, Kaushik Sen","Somnath lost his daughter whose music is now his only resort. But, what if they lead to a cacophony of mysterious strains? Presenting hoichoi’s first musical-thriller!",somnath lost his daughter whose music now his only resort but what if they lead cacophony mysterious strains presenting hoichois first musicalthriller,somnath lost his daughter whose,"somnath,lost,his,daughter,whose,music,now,his,only,resort,but,what,if,they,lead,cacophony,mysterious,strains,presenting,hoichois,first,musicalthriller","somnath,lost,daughter,whose,music,now,only,resort,but,what,if,they,lead,cacophony,mysterious,strains,presenting,hoichois,first,musicalthriller",18
Shows,Dark Web,,Original,Bengali,India,08-04-2018,Yes,Thriller,Psychological,Thriller Psychological,,A 18+,5,151 mins,151,6.2,"Shaheb Bhattacharya, Sampurna Lahiri",Indra unwittingly hacks into an anonymous portal while searching for new video games. He soon realises that he is now a victim to a threat known as the Dark Web.,indra unwittingly hacks into anonymous portal while searching new video games he soon realises he now victim threat known dark web,indra unwittingly hacks into anonymous,"indra,unwittingly,hacks,into,anonymous,portal,while,searching,new,video,games,he,soon,realises,he,now,victim,threat,known,dark,web","indra,unwittingly,hacks,into,anonymous,portal,while,searching,new,video,games,he,soon,realises,he,now,victim,threat,known,dark,web",18
Shows,Mismatch,,Original,Bengali,India,15-09-2018,Yes,Comedy,Adult,Comedy Adult,,A 18+,5,133 mins,133,4.7,"Rajdeep Gupta, Rachel White, Mainak Banerjee, Supurna Malakar",Diana adds some spice to her life by indulging in a friendly couple swapping. Will things go as per the plan? Watch “Mismatch” to unlock the answers.,diana adds some spice her life indulging friendly couple swapping will things go per plan watch mismatch unlock answers,diana adds some spice her,"diana,adds,some,spice,her,life,indulging,friendly,couple,swapping,will,things,go,per,plan,watch,mismatch,unlock,answers","diana,adds,some,spice,life,indulging,friendly,couple,swapping,things,go,per,plan,watch,mismatch,unlock,answers",18
Shows,Charitraheen,,Original,Bengali,India,29-09-2018,Yes,Drama,,Drama,,A 18+,5,218 mins,218,5,"Naina Ganguly, Gourab Chatterjee, Abhishek Singh, Ankita, Sourav Das, Debaprasad, Sreetama, Saayoni Ghosh, Soumendra Bhattacharya","hoichoi Originals presents “Charitraheen”, based on the novel by Sarat Chandra Chattopadhyay, with the twists and turns to be much in sync with today’s world.",hoichoi originals presents charitraheen based novel sarat chandra chattopadhyay twists turns much sync todays world,hoichoi originals presents charitraheen based,"hoichoi,originals,presents,charitraheen,based,novel,sarat,chandra,chattopadhyay,twists,turns,much,sync,todays,world","hoichoi,originals,presents,charitraheen,based,novel,sarat,chandra,chattopadhyay,twists,turns,much,sync,todays,world",18
Shows,Do Not Disturb,,Original,Bengali,India,12-08-2018,Yes,Drama,Mystery,Drama Mystery,,U/A 16+,4,159 mins,159,4.3,"Anindya Banerjee, Sudipta Chakraborty, Rwitobroto Mukherjee, Soham Maitra, Remo, Debjani Kar, June Malia, Anusha Vishwanath, Mrinalkanti Dutta, Debopriyo Mukherjee, Debleena Sen, Gourab Chatterjee, Ratashree Dutta, Sourav Saha, Priyanka Mondol, Darshana Banik, Aryan Roy, Rana JLT","Privacy is needed by all, but can all enter the private zone? hoichoi presents “Do Not Disturb” narrating six stories happening in six rooms. Will you check in?",privacy needed all but can all enter private zone hoichoi presents do not disturb narrating six stories happening six rooms will you check,privacy needed all but can,"privacy,needed,all,but,can,all,enter,private,zone,hoichoi,presents,do,not,disturb,narrating,six,stories,happening,six,rooms,will,you,check","privacy,needed,all,but,all,enter,private,zone,hoichoi,presents,disturb,narrating,six,stories,happening,six,rooms,you,check",16
Shows,Dhanbad Blues,,Original,Bengali,India,15-12-2018,Yes,Thriller,Crime,Thriller Crime,,A 18+,5,194 mins,194,5.1,"Rajatava Dutta, Solanki Roy, Rupanjana Mitra, Sritama Dey, Aparajita Addhya",Mrinal Sen is a failed director whose life takes a turn when he gets an opportunity to direct a film in Jharkhand. hoichoi presents web-series “Dhanbad Blues”.,mrinal sen failed director whose life takes turn when he gets opportunity direct film jharkhand hoichoi presents webseries dhanbad blues,mrinal sen failed director whose,"mrinal,sen,failed,director,whose,life,takes,turn,when,he,gets,opportunity,direct,film,jharkhand,hoichoi,presents,webseries,dhanbad,blues","mrinal,sen,failed,director,whose,life,takes,turn,he,gets,opportunity,direct,film,jharkhand,hoichoi,presents,webseries,dhanbad,blues",18
Shows,Taranath Tantrik,,Original,Bengali,India,18-01-2019,Yes,Horror,Mythological,Horror Mythological,,A 18+,5,190 mins,190,5.2,"Jayant Kripalani, Kaushik Roy, Satrajit Sarkar, Joyraj Bhattacharya, Saloni Pandey, Uma Banerjee,Gitanjali Dang","Dig in the mystery of Taranath Tantrik as you experience the other-world with him. Directed by Q, the web-series promises horror like never before.",dig mystery taranath tantrik you experience otherworld him directed q webseries promises horror like never before,dig mystery taranath tantrik you,"dig,mystery,taranath,tantrik,you,experience,otherworld,him,directed,q,webseries,promises,horror,like,never,before","dig,mystery,taranath,tantrik,you,experience,otherworld,him,directed,q,webseries,promises,horror,like,never,before",18
Shows,Paanch Phoron,,Original,Bengali,India,14-02-2019,Yes,Romantic,Drama,Romantic Drama,,U/A 13+,3,196 mins,196,,"Krittika Chakraborty, Rohit Samanta, Debparna Chakraborty, Shiam Ahmed, Masuma Rahman Nabila, Rawnak Hasan, Zakia Bari Momo, Jaya Ahsan, Vikram Chatterjee, Anirban Bhattacharya, Sohag Sen, Riddhi Sen, Rajnandini Paul","Five directors come together to narrate five different romantic tales, with the essential ingredient called “Love”. Hoichoi presents “Paanch Phoron”.",five directors come together narrate five different romantic tales essential ingredient called love hoichoi presents paanch phoron,five directors come together narrate,"five,directors,come,together,narrate,five,different,romantic,tales,essential,ingredient,called,love,hoichoi,presents,paanch,phoron","five,directors,come,together,narrate,five,different,romantic,tales,essential,ingredient,called,love,hoichoi,presents,paanch,phoron",13
Shows,Bou Keno Psycho,,Original,Bengali,India,21-02-2019,Yes,Comedy,,Comedy,,A 18+,5,170 mins,170,4.4,"Poulomi Das, Saurav Das, Amrita Chattopadhyay, Anirban Bhattacharya, Sampurna Lahiri, Gourab Chatterjee, Rupanjana Mitra, Kausheek Bhattacharya, Saayoni Ghosh, Indrashish Ray, Ankita Chakraborty, Rajdeep Gupta, Darshana Banik, Dwaipayan Das, Debaloy Bhattacharya",A skeleton discovered in a tank reveals the existence of five psycho housewives. What's making these women cause terror in the lives of their husbands?,skeleton discovered tank reveals existence five psycho housewives whats making these women cause terror lives their husbands,skeleton discovered tank reveals existence,"skeleton,discovered,tank,reveals,existence,five,psycho,housewives,whats,making,these,women,cause,terror,lives,their,husbands","skeleton,discovered,tank,reveals,existence,five,psycho,housewives,whats,making,women,cause,terror,lives,their,husbands",18
Shows,Astey Ladies,,Original,Bengali,India,14-03-2019,Yes,Thriller,Mystery,Thriller Mystery,,U/A 16+,4,169 mins,169,6.6,"Sandipta Sen, Saayoni Ghosh, Madhurima Ghosh, Saurav Das","Three desperate women turn robbers to save their hairstyling parlour, Salon De Paris. Now, they're in the middle of something big: a diamond heist! What's next?",three desperate women turn robbers save their hairstyling parlour salon de paris now theyre middle something big diamond heist whats next,three desperate women turn robbers,"three,desperate,women,turn,robbers,save,their,hairstyling,parlour,salon,de,paris,now,theyre,middle,something,big,diamond,heist,whats,next","three,desperate,women,turn,robbers,save,their,hairstyling,parlour,salon,de,paris,now,theyre,middle,something,big,diamond,heist,whats,next",16
Shows,Chupkotha 2,,Original,Bengali,India,04-05-2019,Yes,Horror,,Horror,,U/A 16+,4,88 mins,88,5.5,"Parno Mittra, Mahi Singh, Sudip Mukherjee, Prasun Gain, Farhan Imroze, Rajat Ganguly","Journalist Shivangi gets trapped in many mysteries in her personal and professional life. Is everything a coincidence, or is there an uncanny connection?",journalist shivangi gets trapped many mysteries her personal professional life everything coincidence or there uncanny connection,journalist shivangi gets trapped many,"journalist,shivangi,gets,trapped,many,mysteries,her,personal,professional,life,everything,coincidence,or,there,uncanny,connection","journalist,shivangi,gets,trapped,many,mysteries,personal,professional,life,everything,coincidence,or,uncanny,connection",16
Shows,Dhaka Metro,,Original,Bengali,Bangladesh,04-11-2019,Yes,Drama,,Drama,,U/A 13+,3,172 mins,172,6.7,"Aupee Karim, Neville Ferdous Hasan, Sharmin Zoha Shosheen, Mostafa Monwar, Shariful Islam","This is the story of a troubled city man who drives off, away from the chaotic city life and finds himself stuck in a disturbing reality. Throughout the road trip, he encounters a series of surreal events and meets strange people. He does not know where the road will take him next.",story troubled city man who drives off away chaotic city life finds himself stuck disturbing reality throughout road trip he encounters series surreal events meets strange people he does not know where road will take him next,story troubled city man who,"story,troubled,city,man,who,drives,off,away,chaotic,city,life,finds,himself,stuck,disturbing,reality,throughout,road,trip,he,encounters,series,surreal,events,meets,strange,people,he,does,not,know,where,road,will,take,him,next","story,troubled,city,man,who,drives,off,away,chaotic,city,life,finds,himself,stuck,disturbing,reality,throughout,road,trip,he,encounters,series,surreal,events,meets,strange,people,he,know,where,road,take,him,next",13
Shows,The Nightwatchman,,Original,Bengali,India,17-05-2019,Yes,Thriller,Crime,Thriller Crime,,U/A 13+,3,131 mins,131,4.7,"Arjun Chakraborty, Kaushik Sen, Anusha Vishwanathan, Ayan Bhattacharjee",A young man gets a lucrative job offer. But this opportunity comes with a dark consequence. Will his life change overnight?,young man gets lucrative job offer but opportunity comes dark consequence will his life change overnight,young man gets lucrative job,"young,man,gets,lucrative,job,offer,but,opportunity,comes,dark,consequence,will,his,life,change,overnight","young,man,gets,lucrative,job,offer,but,opportunity,comes,dark,consequence,life,change,overnight",13
Shows,Manbhanjan,,Original,Bengali,India,14-06-2019,Yes,Drama,Period,Drama Period,,U/A 16+,4,91 mins,91,7.2,"Sohini Sarkar, Anirban Bhattacharya, Amrita Chattopadhyay","This hoichoi web series, based on Tagore's timeless tale, Manbhanjan, is a housewife's journey from her home to the world outside, looking for love and identity.",hoichoi web series based tagores timeless tale manbhanjan housewifes journey her home world outside looking love identity,hoichoi web series based tagores,"hoichoi,web,series,based,tagores,timeless,tale,manbhanjan,housewifes,journey,her,home,world,outside,looking,love,identity","hoichoi,web,series,based,tagores,timeless,tale,manbhanjan,housewifes,journey,home,world,outside,looking,love,identity",16
Shows,Rahasya Romancha Series,,Original,Bengali,India,08-09-2019,Yes,Thriller,,Thriller,,A 18+,5,107 mins,107,7.4,"Priyanka Sarkar, Rudranil Ghosh, Kanchan Mullick, Bishwanath Basu, Saayoni Ghosh, Soumon Bose, Preetam Ganguly and Poulomi Das","One series, three mysteries! Enjoy an adventurous ride with the stories of a serial killer, a mechanic, and a gambler - on Rahasya Romancha Series on hoichoi.",one series three mysteries enjoy adventurous ride stories serial killer mechanic gambler rahasya romancha series hoichoi,one series three mysteries enjoy,"one,series,three,mysteries,enjoy,adventurous,ride,stories,serial,killer,mechanic,gambler,rahasya,romancha,series,hoichoi","one,series,three,mysteries,enjoy,adventurous,ride,stories,serial,killer,mechanic,gambler,rahasya,romancha,series,hoichoi",18
Shows,The Stoneman Murders,,Original,Bengali,India,13-09-2019,Yes,Thriller,,Thriller,,A 18+,5,161 mins,161,5.9,"Rajatava Dutta, Swastika Mukherjee, Rupankar Bagchi, Arijit Dutta","An old, mysterious diary - with the descriptions of murders! Is the “Stoneman” murderer of the 90’s Kolkata back? Watch The Stoneman Murders on hoichoi.",old mysterious diary descriptions murders stoneman murderer 90s kolkata back watch stoneman murders hoichoi,old mysterious diary descriptions murders,"old,mysterious,diary,descriptions,murders,stoneman,murderer,90s,kolkata,back,watch,stoneman,murders,hoichoi","old,mysterious,diary,descriptions,murders,stoneman,murderer,90s,kolkata,back,watch,stoneman,murders,hoichoi",18
Shows,Kamini,,Original,Bengali,India,27-09-2019,Yes,Horror,Comedy,Horror Comedy,,A 18+,5,161 mins,161,,"Barkha Bisht, Kharaj Mukherjee, Saurav Das, Trina Saha, Manashi Sengupta, Apratim Chatterjee, Poulomi Das,","Men in a village are disappearing in the darkness of the night. Is it the work of a mystical enchantress, or is there some other mystery?",men village are disappearing darkness night work mystical enchantress or there some other mystery,men village are disappearing darkness,"men,village,are,disappearing,darkness,night,work,mystical,enchantress,or,there,some,other,mystery","men,village,disappearing,darkness,night,work,mystical,enchantress,or,some,other,mystery",18
Shows,Paap,,Original,Bengali,India,10-02-2019,Yes,Drama,Mystery,Drama Mystery,,A 18+,5,144 mins,144,6.4,"Puja Banerjee, Rahul Banerjee, Rajat Ganguly, Sonali Basu, Indrajeet Chakroborty, Bhaswar Chatterjee, Mithu Chakraborty, Rupsa Dasgupta, Priyanka Mondol, Solanki Roy And Saheeb Bhattacharjee","A festive household, an unexpected guest, and two deaths! Will the darkness of an old sin dim the lights of Durga Pujo?",festive household unexpected guest two deaths will darkness old sin dim lights durga pujo,festive household unexpected guest two,"festive,household,unexpected,guest,two,deaths,will,darkness,old,sin,dim,lights,durga,pujo","festive,household,unexpected,guest,two,deaths,darkness,old,sin,dim,lights,durga,pujo",18
Shows,Faces of Durga Pujo,,Original,Bengali,India,20-09-2023,Yes,Documentary,Historical,Documentary Historical,,U,1,26,26,,Tathagata Ghosh,"Durga Pujo and Bengalis go hand in hand. There are so many people, who work tirelessly throughout the year to put together the biggest festival for the Bengalis but their work often goes unnoticed. 'Faces of Durga Pujo' makes a point for why they should be celebrated as well",durga pujo bengalis go hand hand there are so many people who work tirelessly throughout year put together biggest festival bengalis but their work often goes unnoticed faces durga pujo makes point why they should celebrated well,durga pujo bengalis go hand,"durga,pujo,bengalis,go,hand,hand,there,are,so,many,people,who,work,tirelessly,throughout,year,put,together,biggest,festival,bengalis,but,their,work,often,goes,unnoticed,faces,durga,pujo,makes,point,why,they,should,celebrated,well","durga,pujo,bengalis,go,hand,hand,so,many,people,who,work,tirelessly,throughout,year,put,together,biggest,festival,bengalis,but,their,work,often,goes,unnoticed,faces,durga,pujo,makes,point,why,they,celebrated,well",0
Shows,Oddbhuturey,,Original,Bengali,India,31-10-2019,Yes,Horror,Psychological,Horror Psychological,,U/A 16+,4,157 mins,157,4.9,"Anindya Pulak Banerjee, Sudip Mukherjee, Sreelekha Mitra, Sinchana Sarkar, Partha Sarathi, Sayan Ghosh (RJ Sayan), Kousik Goswami, Sidhu Ray, Payel Dutta, Saurav Das, Mishmee Das, Partha Sarathi, Prriyam Chakroborty, Deboprasad Halder",A series of seven stories tied together by a common thread - fear! How will the real and the supernatural collide?,series seven stories tied together common thread fear how will real supernatural collide,series seven stories tied together,"series,seven,stories,tied,together,common,thread,fear,how,will,real,supernatural,collide","series,seven,stories,tied,together,common,thread,fear,how,real,supernatural,collide",16
Shows,Montu Pilot,,Original,Bengali,India,13-12-2019,Yes,Drama,,Drama,,A 18+,5,193 mins,193,6.6,"Saurav Das, Solanki Roy, Chandrayee Ghosh, Kanchan Mullick, Subrata Dutta","Trapped in the dark alleys of the city, is a broken man. Can he find love in the world of flesh trade?",trapped dark alleys city broken man can he find love world flesh trade,trapped dark alleys city broken,"trapped,dark,alleys,city,broken,man,can,he,find,love,world,flesh,trade","trapped,dark,alleys,city,broken,man,he,find,love,world,flesh,trade",18
Shows,Bonyo Premer Golpo,,Original,Bengali,India,23-01-2020,Yes,Thriller,Psychological,Thriller Psychological,,A 18+,5,163 mins,163,6.5,"Tnusree Chakraborty, Shaheb Bhattacherjee, Ena Saha, Gourab Chatterjee, Nondini Chatterjee, Indranil Mullick, Soumendra Bhattacharya, Prosun Saha, Rishi Kaushik","A series of murders, triggered by love. Will Mrinalini be the next victim of passion?",series murders triggered love will mrinalini next victim passion,series murders triggered love will,"series,murders,triggered,love,will,mrinalini,next,victim,passion","series,murders,triggered,love,mrinalini,next,victim,passion",18
Shows,Shobdo Jobdo,,Original,Bengali,India,21-02-2020,Yes,Thriller,Psychological,Thriller Psychological,,A 18+,5,180 mins,180,6.8,"Rajat Kapoor, Payel Sarkar, Mumtaz Sorcar, Subrat Dutta, Saloni Pandey, Koushik Roy","Best-selling novelist Sougata comes to India, only to be faced with his past. Is he really prey to a mysterious woman's conspiracy or is his imagination playing tricks on him?",bestselling novelist sougata comes india only faced his past he really prey mysterious womans conspiracy or his imagination playing tricks him,bestselling novelist sougata comes india,"bestselling,novelist,sougata,comes,india,only,faced,his,past,he,really,prey,mysterious,womans,conspiracy,or,his,imagination,playing,tricks,him","bestselling,novelist,sougata,comes,india,only,faced,past,he,really,prey,mysterious,womans,conspiracy,or,imagination,playing,tricks,him",18
